ts,balance
2026-03-22 10:26:05,40.15801049682842
2026-03-22 10:31:07,38.097010496828354
2026-03-22 10:36:09,37.75064549682842
2026-03-22 10:41:10,37.837500996828304
2026-03-22 10:46:12,37.88950099682842
2026-03-22 10:51:14,37.274500996828415
2026-03-22 10:56:16,36.90650099682839
2026-03-22 11:01:18,37.7625009968283
2026-03-22 11:06:19,38.3875009968283
2026-03-22 11:11:21,37.01150099682839
2026-03-22 11:16:23,36.72950099682842
2026-03-22 11:21:25,37.10350099682836
2026-03-22 11:26:27,36.9975009968283
2026-03-22 11:31:28,35.844500996828415
2026-03-22 11:36:30,35.48850099682836
2026-03-22 11:41:32,36.23950099682842
2026-03-22 11:46:34,36.96650099682839
2026-03-22 11:51:35,37.179500996828416
2026-03-22 11:56:37,36.73850099682836
2026-03-22 12:01:39,36.67050099682833
2026-03-22 12:06:41,35.26350099682836
2026-03-22 12:11:43,36.13350099682836
2026-03-22 12:16:45,35.19150099682839
2026-03-22 12:21:47,37.07550099682833
2026-03-22 12:26:49,37.69950099682842
2026-03-22 12:31:51,37.936500996828386
2026-03-22 12:36:53,36.664500996828416
2026-03-22 12:41:55,36.85550099682833
2026-03-22 12:46:57,36.36050099682833
2026-03-22 12:51:59,36.8325009968283
2026-03-22 12:57:01,36.6125009968283
2026-03-22 13:02:03,37.51650099682839
2026-03-22 13:07:05,37.304500996828416
2026-03-22 13:12:07,37.87950099682842
2026-03-22 13:17:09,37.99950099682842
2026-03-22 13:22:10,37.804500996828416
2026-03-22 13:27:12,37.84150099682839
2026-03-22 13:32:14,37.811500996828386
2026-03-22 13:37:16,38.51850099682836
2026-03-22 13:42:18,38.172500996828305
2026-03-22 13:47:20,37.814500996828414
2026-03-22 13:52:22,38.2875009968283
2026-03-22 13:57:24,38.53150099682839
2026-03-22 14:02:26,38.95950099682842
2026-03-22 14:07:28,39.02550099682833
2026-03-22 14:12:30,38.48550099682833
2026-03-22 14:17:32,38.78550099682833
2026-03-22 14:22:35,38.6825009968283
2026-03-22 14:27:37,38.41150099682839
2026-03-22 14:32:39,38.08650099682839
2026-03-22 14:37:41,37.97950099682842
2026-03-22 14:42:43,37.99650099682839
2026-03-22 14:47:45,38.27650099682839
2026-03-22 14:52:48,38.09650099682839
2026-03-22 14:57:50,38.43050099682833
2026-03-22 15:02:52,38.06650099682839
2026-03-22 15:07:54,37.76450099682842
2026-03-22 15:12:56,38.4125009968283
2026-03-22 15:17:58,38.33550099682833
2026-03-22 15:23:00,38.3775009968283
2026-03-22 15:28:02,38.15650099682839
2026-03-22 15:33:04,38.47050099682833
2026-03-22 15:38:06,38.96050099682833
2026-03-22 15:43:08,40.14350099682836
2026-03-22 15:48:10,39.95850099682836
2026-03-22 15:53:12,39.74550099682833
2026-03-22 15:58:14,40.45950099682842
2026-03-22 16:03:16,42.50998581961925
2026-03-22 16:08:18,41.19698581961922
2026-03-22 16:13:20,40.67898581961934
2026-03-22 16:18:22,40.33449631961934
2026-03-22 16:23:24,39.304320819619285
2026-03-22 16:28:26,37.745320819619344
2026-03-22 16:33:28,38.253320819619226
2026-03-22 16:38:30,38.194320819619286
2026-03-22 16:43:32,38.712320819619315
2026-03-22 16:48:34,39.028320819619225
2026-03-22 16:53:36,38.208320819619225
2026-03-22 16:58:38,39.55932081961928
2026-03-22 17:03:40,39.32832081961922
2026-03-22 17:08:43,39.91732081961931
2026-03-22 17:13:45,39.96132081961925
2026-03-22 17:18:47,37.830320819619345
2026-03-22 17:23:48,38.62132081961926
2026-03-22 17:28:50,37.954320819619284
2026-03-22 17:33:52,37.98632081961925
2026-03-22 17:46:42,39.34232081961931
2026-03-22 17:51:44,39.07532081961934
2026-03-22 17:56:46,39.50532081961934
2026-03-22 18:01:48,38.98932081961928
2026-03-22 18:06:51,38.31432081961928
2026-03-22 18:11:53,38.510320819619345
2026-03-22 18:16:54,38.12132081961926
2026-03-22 18:19:29,38.17632081961926
2026-03-22 18:24:30,38.63232081961931
2026-03-22 18:29:32,38.502320819619314
2026-03-22 18:34:34,38.29432081961929
2026-03-22 18:39:36,37.683320819619226
2026-03-22 18:44:38,37.204320819619284
2026-03-22 18:49:41,37.50532081961934
2026-03-22 18:54:43,37.64432081961928
2026-03-22 18:59:44,37.82332081961923
2026-03-22 19:10:22,37.701320819619255
2026-03-22 19:15:24,37.834320819619286
2026-03-22 19:25:16,37.403320819619225
2026-03-22 19:26:10,35.94132081961926
2026-03-22 21:24:02,35.603167819619344
2026-03-22 21:25:49,35.23249081961937
2026-03-22 21:37:29,33.66649081961946
2026-03-22 21:46:25,33.837490819619376
2026-03-22 21:51:27,34.00449081961934
2026-03-22 21:56:29,34.94649081961946
2026-03-22 22:01:31,34.59197581961934
2026-03-22 22:06:33,34.59197581961934
2026-03-22 22:11:35,34.59197581961934
2026-03-22 22:16:37,34.59197581961934
2026-03-22 22:21:38,34.59197581961934
2026-03-22 22:26:40,34.59197581961934
2026-03-22 22:31:42,34.59197581961934
2026-03-23 02:25:00,35.01713837073082
2026-03-23 02:25:49,35.04513837073085
2026-03-23 02:30:51,35.40013837073084
2026-03-23 02:35:53,33.71513837073085
2026-03-23 02:40:55,33.166138370730756
2026-03-23 02:45:57,32.87813837073087
2026-03-23 02:52:59,33.97213837073082
2026-03-23 02:58:01,33.812138370730814
2026-03-23 03:03:03,33.871138370730755
2026-03-23 03:08:10,33.12713837073082
2026-03-23 15:20:12,17.22141899269671
2026-03-23 15:39:27,19.73741899269662
2026-03-23 15:46:01,19.206425492696592
2026-03-23 15:49:58,19.206425492696592
2026-03-23 15:55:10,19.206425492696592
2026-03-23 15:59:03,19.206425492696592
2026-03-23 16:04:05,19.206425492696592
2026-03-23 16:09:07,19.206425492696592
2026-03-23 16:14:08,19.206425492696592
2026-03-23 16:19:10,19.206425492696592
2026-03-23 16:24:12,19.206425492696592
2026-03-23 16:29:14,19.206425492696592
2026-03-23 16:35:05,19.206425492696592
2026-03-23 16:40:07,19.206425492696592
2026-03-23 16:45:08,19.206425492696592
2026-03-23 16:50:10,19.206425492696592
2026-03-23 16:55:12,19.206425492696592
2026-03-23 17:00:14,19.206425492696592
2026-03-23 17:05:16,19.206425492696592
2026-03-23 17:13:50,19.206425492696592
2026-03-23 17:14:20,19.206425492696592
2026-03-23 17:17:08,19.106435862696593
2026-05-02 00:11:40,9.1743243e-09
